STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andaman And Nicobar,Nicobar,Campbell Bay,25.4,2026-05-18,00:00:00,95.0,2026-05-17,00:00:00,2026-05-18 00:12:41,28.350000000000023,Zone 4,61.3,Zone 5,28.5,Zone 4,51.0,Zone 5,35.6,Zone 4,60.9,Zone 5,53.4,Zone 5,63.8,Zone 5,61.3,Zone 5,66.0,Zone 5
Andaman And Nicobar,Nicobar,Car Nicobar,25.2,2026-05-18,00:00:00,96.0,2026-05-17,00:00:00,2026-05-18 00:12:41,28.05000000000001,Zone 4,60.7,Zone 5,27.6,Zone 4,47.9,Zone 5,34.6,Zone 4,60.3,Zone 5,50.3,Zone 5,63.3,Zone 5,60.7,Zone 5,65.5,Zone 5
Andaman And Nicobar,Nicobar,Nancowry,37.8,2026-05-18,00:00:00,95.0,2026-05-17,00:00:00,2026-05-18 00:12:41,87.55000000000001,Zone 6,97.1,Zone 6,88.4,Zone 6,93.4,Zone 6,91.3,Zone 6,96.3,Zone 6,94.2,Zone 6,99.1,Zone 6,97.1,Zone 6,101.9,Zone 6
Andaman And Nicobar,N M Andaman,Mayabunder,26.5,2026-05-18,00:00:00,94.0,2026-05-17,00:00:00,2026-05-18 00:12:41,30.450000000000045,Zone 4,62.8,Zone 5,30.5,Zone 4,57.9,Zone 5,39.9,Zone 5,62.4,Zone 5,59.3,Zone 5,65.1,Zone 5,62.8,Zone 5,67.1,Zone 5
Andaman And Nicobar,N M Andaman,Rangat Nimbutala,25.6,2026-05-18,00:00:00,99.0,2026-05-17,00:00:00,2026-05-18 00:12:41,29.150000000000034,Zone 4,62.2,Zone 5,28.9,Zone 4,54.9,Zone 5,36.7,Zone 5,61.7,Zone 5,57.1,Zone 5,64.5,Zone 5,62.2,Zone 5,66.6,Zone 5
Andaman And Nicobar,South Andaman,Ferrargunj,25.3,2026-05-18,00:00:00,82.0,2026-05-17,00:00:00,2026-05-18 00:12:41,27.150000000000034,Zone 4,57.6,Zone 5,27.4,Zone 4,38.8,Zone 4,33.6,Zone 4,56.1,Zone 5,40.4,Zone 5,61.5,Zone 5,57.6,Zone 5,64.0,Zone 5
Andaman And Nicobar,South Andaman,Hut Bay,24.9,2026-05-18,00:00:00,99.0,2026-05-17,00:00:00,2026-05-18 00:12:41,27.650000000000034,Zone 4,61.3,Zone 5,27.9,Zone 4,50.8,Zone 5,35.0,Zone 4,60.9,Zone 5,53.2,Zone 5,63.8,Zone 5,61.3,Zone 5,66.0,Zone 5
Andaman And Nicobar,South Andaman,Shaheed Dweep,26.5,2026-05-18,00:00:00,92.0,2026-05-17,00:00:00,2026-05-18 00:12:41,30.25,Zone 4,62.4,Zone 5,30.2,Zone 4,56.0,Zone 5,37.7,Zone 5,62.0,Zone 5,58.1,Zone 5,64.7,Zone 5,62.4,Zone 5,66.8,Zone 5
Andaman And Nicobar,South Andaman,Sri Vijaya Puram Aws400,25.3,2026-05-18,00:00:00,95.0,2026-05-17,00:00:00,2026-05-18 00:12:41,28.150000000000034,Zone 4,61.3,Zone 5,28.5,Zone 4,51.0,Zone 5,35.6,Zone 4,60.9,Zone 5,53.4,Zone 5,63.8,Zone 5,61.3,Zone 5,66.0,Zone 5
Andaman And Nicobar,South Andaman,Swaraj Deep,25.7,2026-05-18,00:00:00,82.0,2026-05-17,00:00:00,2026-05-18 00:12:41,27.75,Zone 4,57.6,Zone 5,27.4,Zone 4,38.8,Zone 4,33.6,Zone 4,56.1,Zone 5,40.4,Zone 5,61.5,Zone 5,57.6,Zone 5,64.0,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,22.0,2026-05-18,00:00:00,98.0,2026-05-17,00:00:00,2026-05-18 00:12:41,23.650000000000034,Zone 3,47.6,Zone 5,23.6,Zone 3,34.3,Zone 4,29.1,Zone 4,46.1,Zone 5,34.8,Zone 4,59.4,Zone 5,47.6,Zone 5,62.1,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Chintapalli Amfu,22.3,2026-05-18,00:00:00,89.0,2026-05-17,00:00:00,2026-05-18 00:12:41,23.650000000000034,Zone 3,44.2,Zone 5,23.8,Zone 3,34.3,Zone 4,29.3,Zone 4,42.8,Zone 5,34.7,Zone 4,57.7,Zone 5,44.2,Zone 5,61.5,Zone 5
Andhra Pradesh,Anakapalli,Yellamanchilli Vskp,29.2,2026-05-17,23:15:00,,,,2026-05-18 00:12:41,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Anantapur,Kh Govtdegcollege Dharmavaram,32.2,2026-05-18,00:00:00,46.0,2026-05-17,00:00:00,2026-05-18 00:12:41,34.150000000000034,Zone 4,58.8,Zone 5,33.8,Zone 4,43.5,Zone 4,39.1,Zone 4,57.4,Zone 5,44.0,Zone 4,61.8,Zone 5,58.8,Zone 5,64.2,Zone 5
Andhra Pradesh,Bapatla,Chirala,29.9,2026-05-18,00:00:00,74.0,2026-05-17,00:00:00,2026-05-18 00:12:41,35.05000000000001,Zone 4,63.9,Zone 5,35.3,Zone 4,60.0,Zone 5,45.9,Zone 5,63.5,Zone 5,60.6,Zone 5,66.0,Zone 5,63.9,Zone 5,67.9,Zone 5
Andhra Pradesh,Kakinada,Kakinada,29.9,2026-05-18,00:00:00,80.0,2026-05-17,00:00:00,2026-05-18 00:12:41,36.450000000000045,Zone 4,65.4,Zone 5,36.8,Zone 4,61.8,Zone 5,55.1,Zone 5,65.0,Zone 5,62.4,Zone 5,67.3,Zone 5,65.4,Zone 5,69.0,Zone 5
Andhra Pradesh,Kakinada,Peddapuram,29.1,2026-05-18,00:00:00,90.0,2026-05-17,00:00:00,2026-05-18 00:12:41,36.75,Zone 4,66.2,Zone 5,36.4,Zone 4,62.7,Zone 5,59.1,Zone 5,65.8,Zone 5,63.3,Zone 5,68.0,Zone 5,66.2,Zone 5,69.6,Zone 5
Andhra Pradesh,Konaseema,Ambajipeta Arg,29.3,2026-05-18,00:00:00,100.0,2026-05-17,00:00:00,2026-05-18 00:12:41,54.25,Zone 5,69.3,Zone 5,56.9,Zone 5,66.6,Zone 5,63.8,Zone 5,69.0,Zone 5,67.1,Zone 5,70.7,Zone 5,69.3,Zone 5,72.6,Zone 6
Andhra Pradesh,Konaseema,Ambajipeta Aws,28.9,2026-05-18,00:00:00,100.0,2026-05-17,00:00:00,2026-05-18 00:12:41,48.55000000000001,Zone 5,68.5,Zone 5,50.0,Zone 5,65.5,Zone 5,62.5,Zone 5,68.1,Zone 5,66.1,Zone 5,69.9,Zone 5,68.5,Zone 5,71.3,Zone 5
Andhra Pradesh,Krishna,Kv Gopalnagar Machilipatnam,20.5,2026-05-18,00:00:00,70.0,2026-05-17,00:00:00,2026-05-18 00:12:41,20.650000000000034,Zone 3,34.7,Zone 4,20.7,Zone 3,30.2,Zone 4,25.7,Zone 4,34.5,Zone 4,30.4,Zone 4,38.7,Zone 4,34.7,Zone 4,49.7,Zone 5
Andhra Pradesh,Palnadu,Jangameshwarapuram,30.6,2026-05-18,00:00:00,,,,2026-05-18 00:12:41,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Palnadu,Rentachintala,30.4,2026-05-18,00:00:00,69.0,2026-05-17,00:00:00,2026-05-18 00:12:41,35.150000000000034,Zone 4,63.4,Zone 5,35.4,Zone 4,59.4,Zone 5,42.9,Zone 5,63.0,Zone 5,59.9,Zone 5,65.6,Zone 5,63.4,Zone 5,67.5,Zone 5
Andhra Pradesh,Prakasam,Cs Puram,29.1,2026-05-18,00:00:00,81.0,2026-05-17,00:00:00,2026-05-18 00:12:41,34.55000000000001,Zone 4,64.0,Zone 5,34.3,Zone 4,60.2,Zone 5,46.7,Zone 5,63.6,Zone 5,60.7,Zone 5,66.1,Zone 5,64.0,Zone 5,68.0,Zone 5
Andhra Pradesh,Prakasam,Peda Araveedu,29.2,2026-05-18,00:00:00,80.0,2026-05-17,00:00:00,2026-05-18 00:12:41,34.650000000000034,Zone 4,63.8,Zone 5,34.1,Zone 4,59.9,Zone 5,45.3,Zone 5,63.4,Zone 5,60.4,Zone 5,65.9,Zone 5,63.8,Zone 5,67.8,Zone 5
Andhra Pradesh,Srikakulam,Nagaralapeta Kalingapatnam,,,,91.0,2026-05-17,00:00:00,2026-05-18 00:12:41,,,,,,,,,,,,,,,,,,,,
Andhra Pradesh,Srikakulam,Ragolu,28.5,2026-05-18,00:00:00,90.0,2026-05-17,00:00:00,2026-05-18 00:12:41,34.950000000000045,Zone 4,65.3,Zone 5,34.9,Zone 4,61.7,Zone 5,54.5,Zone 5,64.9,Zone 5,62.3,Zone 5,67.2,Zone 5,65.3,Zone 5,68.9,Zone 5
Andhra Pradesh,Visakhapatnam,Anandapuram Arg,29.0,2026-05-18,00:00:00,75.0,2026-05-17,00:00:00,2026-05-18 00:12:41,33.150000000000034,Zone 4,62.6,Zone 5,33.2,Zone 4,56.8,Zone 5,39.9,Zone 4,62.2,Zone 5,58.8,Zone 5,64.9,Zone 5,62.6,Zone 5,66.9,Zone 5
Andhra Pradesh,Visakhapatnam,Gangavaram Port,29.9,2026-05-18,00:00:00,,,,2026-05-18 00:12:41,,,,,,,,,,,,,,,,,,,,
