STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andaman And Nicobar,Nicobar,Campbell Bay,24.9,2026-06-22,00:15:00,97.0,2026-06-21,00:15:00,2026-06-22 00:37:31,27.55000000000001,Zone 4,60.9,Zone 5,27.7,Zone 4,48.9,Zone 5,34.7,Zone 4,60.5,Zone 5,51.2,Zone 5,63.4,Zone 5,60.9,Zone 5,65.7,Zone 5
Andaman And Nicobar,Nicobar,Car Nicobar,25.3,2026-06-22,00:15:00,95.0,2026-06-21,00:15:00,2026-06-22 00:37:31,28.150000000000034,Zone 4,61.3,Zone 5,28.5,Zone 4,51.0,Zone 5,35.6,Zone 4,60.9,Zone 5,53.4,Zone 5,63.8,Zone 5,61.3,Zone 5,66.0,Zone 5
Andaman And Nicobar,Nicobar,Nancowry,26.2,2026-06-22,00:15:00,98.0,2026-06-21,00:15:00,2026-06-22 00:37:31,30.350000000000023,Zone 4,62.8,Zone 5,29.9,Zone 4,57.9,Zone 5,39.8,Zone 5,62.4,Zone 5,59.3,Zone 5,65.1,Zone 5,62.8,Zone 5,67.1,Zone 5
Andaman And Nicobar,N M Andaman,Mayabunder,25.4,2026-06-22,00:15:00,98.0,2026-06-21,00:15:00,2026-06-22 00:37:31,28.55000000000001,Zone 4,62.0,Zone 5,28.8,Zone 4,54.0,Zone 5,36.1,Zone 4,61.5,Zone 5,56.2,Zone 5,64.3,Zone 5,62.0,Zone 5,66.4,Zone 5
Andaman And Nicobar,N M Andaman,Rangat Nimbutala,25.5,2026-06-22,00:15:00,99.0,2026-06-21,00:15:00,2026-06-22 00:37:31,28.950000000000045,Zone 4,62.2,Zone 5,28.9,Zone 4,54.9,Zone 5,36.7,Zone 5,61.7,Zone 5,57.1,Zone 5,64.5,Zone 5,62.2,Zone 5,66.6,Zone 5
Andaman And Nicobar,South Andaman,Ferrargunj,25.1,2026-06-22,00:30:00,82.0,2026-06-21,00:30:00,2026-06-22 00:37:31,26.75,Zone 4,54.6,Zone 5,26.6,Zone 4,37.8,Zone 4,32.7,Zone 4,53.0,Zone 5,38.4,Zone 4,60.8,Zone 5,54.6,Zone 5,63.4,Zone 5
Andaman And Nicobar,South Andaman,Hut Bay,24.5,2026-06-22,00:15:00,99.0,2026-06-21,00:15:00,2026-06-22 00:37:31,26.950000000000045,Zone 4,60.5,Zone 5,27.0,Zone 4,46.7,Zone 5,33.9,Zone 4,60.1,Zone 5,49.1,Zone 5,63.1,Zone 5,60.5,Zone 5,65.3,Zone 5
Andaman And Nicobar,South Andaman,Shaheed Dweep,27.8,2026-06-22,00:15:00,95.0,2026-06-21,00:15:00,2026-06-22 00:37:31,33.950000000000045,Zone 4,65.6,Zone 5,34.5,Zone 4,62.0,Zone 5,56.1,Zone 5,65.2,Zone 5,62.6,Zone 5,67.5,Zone 5,65.6,Zone 5,69.1,Zone 5
Andaman And Nicobar,South Andaman,Sri Vijaya Puram Aws400,26.2,2026-06-22,00:30:00,91.0,2026-06-21,00:30:00,2026-06-22 00:37:31,29.55000000000001,Zone 4,61.3,Zone 5,29.1,Zone 4,51.0,Zone 5,36.0,Zone 4,60.9,Zone 5,53.4,Zone 5,63.8,Zone 5,61.3,Zone 5,66.0,Zone 5
Andaman And Nicobar,South Andaman,Swaraj Deep,26.9,2026-06-22,00:30:00,82.0,2026-06-21,00:30:00,2026-06-22 00:37:31,29.850000000000023,Zone 4,61.0,Zone 5,30.1,Zone 4,49.4,Zone 5,36.7,Zone 4,60.6,Zone 5,51.8,Zone 5,63.5,Zone 5,61.0,Zone 5,65.7,Zone 5
