STATE,DISTRICT,STATION,TEMP,DATE_TEMP,TIME_TEMP,RH,DATE_RH,TIME_RH,LOGGED_AT (IST),EHI (in shade °C),Light Work Heat Stress Zone,EHI_350 (in shade °C),Hard Labor Heat Stress Zone,EHI_3_shade,Zone_3_shade,EHI_3_sun,Zone_3_sun,EHI_4_shade,Zone_4_shade,EHI_4_sun,Zone_4_sun,EHI_5_shade,Zone_5_shade,EHI_5_sun,Zone_5_sun,EHI_6_shade,Zone_6_shade,EHI_6_sun,Zone_6_sun
Andaman And Nicobar,Nicobar,Campbell Bay,25.6,2026-08-24,00:00:00,95.0,2026-08-23,00:00:00,2026-08-24 00:15:51,28.75,Zone 4,61.3,Zone 5,28.5,Zone 4,51.0,Zone 5,35.6,Zone 4,60.9,Zone 5,53.4,Zone 5,63.8,Zone 5,61.3,Zone 5,66.0,Zone 5
Andaman And Nicobar,Nicobar,Car Nicobar,25.2,2026-08-24,00:00:00,93.0,2026-08-23,00:00:00,2026-08-24 00:15:51,27.75,Zone 4,60.1,Zone 5,27.4,Zone 4,45.0,Zone 5,34.1,Zone 4,59.7,Zone 5,47.3,Zone 5,62.8,Zone 5,60.1,Zone 5,65.1,Zone 5
Andaman And Nicobar,Nicobar,Nancowry,32.6,2026-08-24,00:00:00,97.0,2026-08-23,00:00:00,2026-08-24 00:15:51,68.15000000000003,Zone 5,76.6,Zone 6,67.8,Zone 5,73.0,Zone 6,70.9,Zone 5,75.9,Zone 6,73.6,Zone 6,78.9,Zone 6,76.6,Zone 6,81.7,Zone 6
Andaman And Nicobar,N M Andaman,Mayabunder,27.4,2026-08-24,00:00:00,91.0,2026-08-23,00:00:00,2026-08-24 00:15:51,32.150000000000034,Zone 4,63.9,Zone 5,32.4,Zone 4,59.9,Zone 5,45.7,Zone 5,63.5,Zone 5,60.5,Zone 5,66.0,Zone 5,63.9,Zone 5,67.8,Zone 5
Andaman And Nicobar,South Andaman,Ferrargunj,27.2,2026-08-24,00:00:00,80.0,2026-08-23,00:00:00,2026-08-24 00:15:51,30.25,Zone 4,60.6,Zone 5,29.9,Zone 4,47.2,Zone 5,36.3,Zone 4,60.2,Zone 5,49.5,Zone 5,63.2,Zone 5,60.6,Zone 5,65.4,Zone 5
Andaman And Nicobar,South Andaman,Hut Bay,26.5,2026-08-24,00:00:00,96.0,2026-08-23,00:00:00,2026-08-24 00:15:51,30.75,Zone 4,63.2,Zone 5,30.8,Zone 4,59.2,Zone 5,42.1,Zone 5,62.8,Zone 5,59.8,Zone 5,65.4,Zone 5,63.2,Zone 5,67.4,Zone 5
Andaman And Nicobar,South Andaman,Shaheed Dweep,28.1,2026-08-23,23:45:00,94.0,2026-08-23,23:45:00,2026-08-24 00:15:51,34.650000000000034,Zone 4,65.4,Zone 5,34.3,Zone 4,61.8,Zone 5,54.8,Zone 5,65.0,Zone 5,62.3,Zone 5,67.3,Zone 5,65.4,Zone 5,69.0,Zone 5
Andaman And Nicobar,South Andaman,Sri Vijaya Puram Aws400,27.4,2026-08-24,00:00:00,88.0,2026-08-23,00:00:00,2026-08-24 00:15:51,31.75,Zone 4,63.2,Zone 5,31.9,Zone 4,59.1,Zone 5,41.8,Zone 5,62.8,Zone 5,59.7,Zone 5,65.4,Zone 5,63.2,Zone 5,67.4,Zone 5
Andaman And Nicobar,South Andaman,Swaraj Deep,27.6,2026-08-24,00:00:00,74.0,2026-08-23,00:00:00,2026-08-24 00:15:51,30.25,Zone 4,60.0,Zone 5,30.1,Zone 4,44.3,Zone 5,36.3,Zone 4,59.6,Zone 5,46.6,Zone 5,62.6,Zone 5,60.0,Zone 5,65.0,Zone 5
Andhra Pradesh,Alluri Sitharama Raju,Araku Valley,23.7,2026-08-24,00:00:00,96.0,2026-08-23,00:00:00,2026-08-24 00:15:51,25.450000000000045,Zone 4,56.1,Zone 5,25.1,Zone 3,36.9,Zone 5,31.5,Zone 4,54.6,Zone 5,38.8,Zone 5,61.1,Zone 5,56.1,Zone 5,63.7,Zone 5
